"","...1","rank","name","Net Worth","AGE","country","Source","industry","soccer_team"
"976",975,951,"Penny Pritzker","$3.2 B",62,"United States","hotels, investments","Finance & Investments",NA
"977",976,951,"Yasumitsu Shigeta","$3.2 B",57,"Japan","mobile phone retailer","Telecom",NA
"978",977,951,"Sebastian Siemiatkowski","$3.2 B",40,"Sweden","fintech","Finance & Investments",NA
"979",978,951,"Barry Silbert","$3.2 B",45,"United States","cryptocurrency","Finance & Investments",NA
"980",979,951,"Daniel Sundheim","$3.2 B",45,"United States","hedge funds","Finance & Investments",NA
"981",980,951,"Rita Tong Liu","$3.2 B",73,"Hong Kong","real estate","Real Estate",NA
"982",981,951,"Tran Dinh Long","$3.2 B",61,"Vietnam","steel","Manufacturing",NA
"983",982,951,"Zhang Daocai","$3.2 B",72,"China","valves","Diversified",NA
"984",983,984,"John Caudwell","$3.1 B",69,"United Kingdom","mobile phones","Telecom",NA
"985",984,984,"Philippe Foriel-Destezet","$3.1 B",86,"France","employment agency","Service",NA
"986",985,984,"Walter Frey","$3.1 B",78,"Switzerland","car dealerships","Automotive",NA
"987",986,984,"Alessandra Garavoglia","$3.1 B",62,"Italy","spirits","Food & Beverage",NA
"988",987,984,"Peter Gassner","$3.1 B",57,"United States","software","Technology",NA
"989",988,984,"Mitchell Goldhar","$3.1 B",60,"Canada","real estate","Real Estate",NA
"990",989,984,"Otto Happel","$3.1 B",74,"Germany","engineering","Construction & Engineering",NA
"991",990,984,"Peter Hargreaves","$3.1 B",75,"United Kingdom","financial services","Finance & Investments",NA
"992",991,984,"Bom Kim","$3.1 B",43,"United States","online retailing","Technology",NA
"993",992,984,"Gaiteng Li","$3.1 B",49,"China","hair dryers","Manufacturing",NA
"994",993,984,"Liufa Li & family","$3.1 B",64,"China","steel, diversified","Diversified",NA
"995",994,984,"Lu Weiding","$3.1 B",51,"China","diversified","Diversified",NA
"996",995,984,"Harsh Mariwala","$3.1 B",70,"India","consumer goods","Food & Beverage",NA
"997",996,984,"Samir Mehta","$3.1 B",58,"India","pharmaceuticals, power","Healthcare",NA
"998",997,984,"Sudhir Mehta","$3.1 B",67,"India","pharmaceuticals, power","Healthcare",NA
"999",998,984,"Pawan Munjal & family","$3.1 B",68,"India","motorcycles","Automotive",NA
"1000",999,984,"Nguyen Thi Phuong Thao","$3.1 B",51,"Vietnam","airlines","Diversified",NA
"1001",1000,984,"Madhukar Parekh","$3.1 B",75,"India","adhesives","Manufacturing",NA
"1002",1001,984,"Sergei Popov","$3.1 B",50,"Russia","banking","Finance & Investments",NA
"1003",1002,984,"Haim Saban","$3.1 B",77,"United States","TV network, investments","Media & Entertainment",NA
"1004",1003,984,"Karthik Sarma","$3.1 B",47,"India","hedge fund","Finance & Investments",NA
"1005",1004,984,"Klaus-Peter Schulenberg","$3.1 B",70,"Germany","ticketing service","Service",NA
"1006",1005,984,"Pat Stryker","$3.1 B",65,"United States","medical equipment","Healthcare",NA
"1007",1006,984,"Jeff Sutton","$3.1 B",62,"United States","real estate","Real Estate",NA
"1008",1007,984,"Jon Yarbrough","$3.1 B",64,"United States","video games","Gambling & Casinos",NA
"1009",1008,984,"Gang Ye","$3.1 B",41,"Singapore","gaming","Media & Entertainment",NA
"1010",1009,984,"Yi Zheng","$3.1 B",51,"China","software","Technology",NA
"1011",1010,984,"Zhang Fan","$3.1 B",56,"China","touch screens","Technology",NA
"1012",1011,1012,"William Ackman","$3 B",55,"United States","hedge funds","Finance & Investments",NA
"1013",1012,1012,"Markus Blocher","$3 B",51,"Switzerland","chemicals","Manufacturing",NA
"1014",1013,1012,"Neal Blue & family","$3 B",87,"United States","defense","Manufacturing",NA
"1015",1014,1012,"Eva Maria Bucher-Haefner","$3 B",65,"Switzerland","software, investments","Technology",NA
"1016",1015,1012,"Chang Kuo-Hua","$3 B",67,"Taiwan","shipping, airlines","Logistics",NA
"1017",1016,1012,"Todd Christopher","$3 B",59,"United States","hair care products","Fashion & Retail",NA
"1018",1017,1012,"Euisun Chung","$3 B",51,"South Korea","Hyundai","Logistics",NA
"1019",1018,1012,"Bernard Ecclestone & family","$3 B",91,"United Kingdom","Formula One","Sports",NA
"1020",1019,1012,"Michael Federmann & family","$3 B",78,"Israel","defense, hotels","Technology",NA
"1021",1020,1012,"Gudrun Heine","$3 B",67,"Germany","medical devices","Healthcare",NA
"1022",1021,1012,"Heidi Horten","$3 B",81,"Austria","retail","Fashion & Retail",NA
"1023",1022,1012,"Dawen Huang","$3 B",61,"Hong Kong","silicon","Manufacturing",NA
"1024",1023,1012,"Sheldon Lavin","$3 B",89,"United States","meat processing","Food & Beverage",NA
"1025",1024,1012,"Li Min","$3 B",56,"China","semiconductor","Technology",NA
"1026",1025,1012,"Liang Yunchao","$3 B",53,"China","nutritional supplements","Food & Beverage",NA
"1027",1026,1012,"Joseph Liemandt","$3 B",53,"United States","software","Technology",NA
"1028",1027,1012,"Strive Masiyiwa","$3 B",61,"Zimbabwe","telecom","Telecom",NA
"1029",1028,1012,"Masahiro Miki","$3 B",66,"Japan","shoes","Fashion & Retail",NA
"1030",1029,1012,"Pan Laican","$3 B",64,"China","soy sauce","Food & Beverage",NA
"1031",1030,1012,"Karsanbhai Patel","$3 B",78,"India","consumer goods","Diversified",NA
"1032",1031,1012,"Arvind Poddar","$3 B",64,"India","tires","Automotive",NA
"1033",1032,1012,"Remo Ruffini","$3 B",60,"Italy","winter jackets","Fashion & Retail",NA
"1034",1033,1012,"Eddy Kusnadi Sariaatmadja","$3 B",68,"Indonesia","media, tech","Media & Entertainment",NA
"1035",1034,1012,"Sybill Storz","$3 B",84,"Germany","medical devices","Healthcare",NA
"1036",1035,1012,"Lawrence Stroll","$3 B",62,"Canada","fashion investments","Fashion & Retail",NA
"1037",1036,1012,"Wijono & Hermanto Tanoko","$3 B",64,"Indonesia","paints","Manufacturing",NA
"1038",1037,1012,"Michael Tojner","$3 B",56,"Austria","batteries, investments","Manufacturing",NA
"1039",1038,1012,"Donald Trump","$3 B",75,"United States","real estate","Real Estate",NA
"1040",1039,1012,"Tsai Ming-kai","$3 B",71,"Taiwan","semiconductors","Technology",NA
"1041",1040,1012,"John Tyson","$3 B",68,"United States","food processing","Food & Beverage",NA
"1042",1041,1012,"Rufino Vigil Gonzalez","$3 B",73,"Mexico","steel","Metals & Mining",NA
"1043",1042,1012,"Ning Wang & family","$3 B",35,"China","toys","Media & Entertainment",NA
"1044",1043,1012,"Wang Yusuo & family","$3 B",58,"China","natural gas distribution","Energy",NA
"1045",1044,1012,"Zhigang Wu & family","$3 B",87,"China","bakery chain","Food & Beverage",NA
"1046",1045,1012,"Xie Juhua & family","$3 B",71,"China","pharmaceuticals","Healthcare",NA
"1047",1046,1012,"Oren Zeev","$3 B",57,"Israel","investments","Finance & Investments",NA
"1048",1047,1012,"Charles Zegar","$3 B",74,"United States","Bloomberg LP","Media & Entertainment",NA
"1049",1048,1012,"Zhang Lei","$3 B",49,"China","investments","Finance & Investments",NA
"1050",1049,1012,"Zhang Xin & Pan Shiyi","$3 B",56,"China","real estate","Real Estate",NA
"1051",1050,1012,"Zhu Yan & family","$3 B",64,"China","real estate","Real Estate",NA
"1052",1051,1012,"Mortimer Zuckerman","$3 B",84,"United States","real estate, media","Real Estate",NA
"1053",1052,1053,"Juan Abello","$2.9 B",80,"Spain","investments","Finance & Investments",NA
"1054",1053,1053,"John Armitage","$2.9 B",62,"Ireland","hedge funds","Finance & Investments",NA
"1055",1054,1053,"Bang Si-hyuk","$2.9 B",49,"South Korea","entertainment","Media & Entertainment",NA
"1056",1055,1053,"Miriam Baumann-Blocher","$2.9 B",47,"Switzerland","chemicals","Manufacturing",NA
"1057",1056,1053,"Riley Bechtel & family","$2.9 B",70,"United States","engineering, construction","Construction & Engineering",NA
"1058",1057,1053,"Wilhelm Beier & family","$2.9 B",65,"Germany","pharmaceuticals","Healthcare",NA
"1059",1058,1053,"Nicolas Berggruen","$2.9 B",60,"United States","real estate, investments","Real Estate",NA
"1060",1059,1053,"Bui Thanh Nhon","$2.9 B",64,"Vietnam","real estate","Real Estate",NA
"1061",1060,1053,"Cao Longxiang & family","$2.9 B",64,"China","pharmaceuticals","Healthcare",NA
"1062",1061,1053,"Deng Wen","$2.9 B",54,"China","flavorings","Food & Beverage",NA
"1063",1062,1053,"Daniel Dines","$2.9 B",50,"Romania","software","Technology",NA
"1064",1063,1053,"Joseph Edelman","$2.9 B",66,"United States","hedge funds","Finance & Investments",NA
"1065",1064,1053,"N. Murray Edwards","$2.9 B",62,"Canada","oil & gas","Energy",NA
"1066",1065,1053,"Jane Goldman","$2.9 B",66,"United States","real estate","Real Estate",NA
"1067",1066,1053,"Guo Zhenyu & family","$2.9 B",58,"Canada","cosmetics","Fashion & Retail",NA
"1068",1067,1053,"Stewart Horejsi & family","$2.9 B",84,"United States","Berkshire Hathaway","Finance & Investments",NA
"1069",1068,1053,"Zhenda Huang & family","$2.9 B",74,"China","construction","Construction & Engineering",NA
"1070",1069,1053,"Jeremy Jacobs, Sr. & family","$2.9 B",82,"United States","food service","Service",NA
"1071",1070,1053,"Hamilton James","$2.9 B",70,"United States","investments","Finance & Investments",NA
"1072",1071,1053,"Valentin Kipyatkov","$2.9 B",45,"Russia","computer software","Technology",NA
"1073",1072,1053,"Li Zhongchu","$2.9 B",58,"China","software","Technology",NA
"1074",1073,1053,"Martin Lorentzon","$2.9 B",53,"Sweden","Spotify","Technology",NA
"1075",1074,1053,"Drayton McLane, Jr.","$2.9 B",85,"United States","Walmart, logistics","Fashion & Retail",NA
"1076",1075,1053,"Benjamin Otto","$2.9 B",64,"Germany","retail","Fashion & Retail",NA
"1077",1076,1053,"Roger Penske","$2.9 B",85,"United States","cars","Automotive",NA
"1078",1077,1053,"Olivier Pomel","$2.9 B",45,"France","cloud computing","Technology",NA
"1079",1078,1053,"Jean Salata","$2.9 B",56,"Chile","finance","Finance & Investments",NA
"1080",1079,1053,"Arnout Schuijff","$2.9 B",54,"Netherlands","payments software","Technology",NA
"1081",1080,1053,"Shen Hua & family","$2.9 B",59,"United States","semiconductors","Technology",NA
"1082",1081,1053,"Martua Sitorus","$2.9 B",62,"Indonesia","palm oil","Manufacturing",NA
"1083",1082,1053,"Zygmunt Solorz-Zak","$2.9 B",65,"Poland","TV broadcasting","Media & Entertainment",NA
"1084",1083,1053,"Warren Stephens","$2.9 B",65,"United States","investment banking","Finance & Investments",NA
"1085",1084,1053,"Tang Jinkui & family","$2.9 B",66,"China","textiles, petrochemicals","Manufacturing",NA
"1086",1085,1053,"Alan Trefler","$2.9 B",66,"United States","software","Technology",NA
"1087",1086,1053,"Masateru Uno & family","$2.9 B",75,"Japan","drugstores","Fashion & Retail",NA
"1088",1087,1053,"Frank VanderSloot","$2.9 B",73,"United States","nutrition, wellness products","Fashion & Retail",NA
"1089",1088,1053,"Guangming Wu","$2.9 B",60,"China","medical equipment","Healthcare",NA
"1090",1089,1053,"Kai Wu","$2.9 B",54,"China","batteries","Energy",NA
"1091",1090,1053,"Ye Fan & family","$2.9 B",51,"China","auto dealerships","Automotive",NA
"1092",1091,1053,"Yoo Jung-hyun","$2.9 B",52,"South Korea","online games","Media & Entertainment",NA
"1093",1092,1053,"Fenggang Zhao","$2.9 B",56,"China","batteries","Energy",NA
"1094",1093,1053,"Zheng Xiaodong","$2.9 B",58,"China","manufacturing","Manufacturing",NA
"1095",1094,1053,"Zhou Jianping","$2.9 B",61,"China","fashion retail","Fashion & Retail",NA
"1096",1095,1096,"Jose Joao Abdalla Filho","$2.8 B",76,"Brazil","investments","Finance & Investments",NA
"1097",1096,1096,"Brian Acton","$2.8 B",50,"United States","WhatsApp","Technology",NA
"1098",1097,1096,"Bill Alfond","$2.8 B",73,"United States","shoes","Fashion & Retail",NA
"1099",1098,1096,"Susan Alfond","$2.8 B",76,"United States","shoes","Fashion & Retail",NA
"1100",1099,1096,"Ted Alfond","$2.8 B",77,"United States","shoes","Fashion & Retail",NA
"1101",1100,1096,"Felix Baker","$2.8 B",53,"United States","biotech investing","Finance & Investments",NA
"1102",1101,1096,"Julian Baker","$2.8 B",55,"United States","investing","Finance & Investments",NA
"1103",1102,1096,"Karen Virginia Beckmann Legoretta","$2.8 B",52,"Mexico","tequila","Food & Beverage",NA
"1104",1103,1096,"Maurizio Billi","$2.8 B",64,"Brazil","generic drugs","Healthcare",NA
"1105",1104,1096,"Otto Philipp Braun","$2.8 B",44,"Germany","medical technology","Healthcare",NA
"1106",1105,1096,"Garrett Camp","$2.8 B",43,"Canada","Uber","Technology",NA
"1107",1106,1096,"Cao Ji","$2.8 B",70,"China","manufacturing","Manufacturing",NA
"1108",1107,1096,"Hua Chen","$2.8 B",56,"China","real estate","Real Estate",NA
"1109",1108,1096,"John Paul DeJoria","$2.8 B",77,"United States","hair products, tequila","Fashion & Retail",NA
"1110",1109,1096,"Beda Diethelm","$2.8 B",81,"Switzerland","hearing aids","Healthcare",NA
"1111",1110,1096,"K. Dinesh","$2.8 B",67,"India","software services","Technology",NA
"1112",1111,1096,"Dong Fan","$2.8 B",52,"China","medical devices","Healthcare",NA
"1113",1112,1096,"Bennett Dorrance","$2.8 B",76,"United States","Campbell Soup","Food & Beverage",NA
"1114",1113,1096,"Marcel Erni","$2.8 B",57,"Switzerland","private equity","Finance & Investments",NA
"1115",1114,1096,"Abhay Firodia","$2.8 B",77,"India","automobiles","Automotive",NA
"1116",1115,1096,"Alfred Gantner","$2.8 B",54,"Switzerland","private equity","Finance & Investments",NA
"1117",1116,1096,"Allan Goldman","$2.8 B",79,"United States","real estate","Real Estate",NA
"1118",1117,1096,"Amy Goldman Fowler","$2.8 B",67,"United States","real estate","Real Estate",NA
"1119",1118,1096,"J. Tomilson Hill","$2.8 B",73,"United States","investments","Finance & Investments",NA
"1120",1119,1096,"Hong Jie","$2.8 B",54,"China","paint","Manufacturing",NA
"1121",1120,1096,"James Jannard","$2.8 B",72,"United States","sunglasses","Fashion & Retail",NA
"1122",1121,1096,"Travis Kalanick","$2.8 B",45,"United States","Uber","Technology",NA
"1123",1122,1096,"Diane Kemper","$2.8 B",76,"United States","real estate","Real Estate",NA
"1124",1123,1096,"George Kurtz","$2.8 B",51,"United States","security software","Technology",NA
"1125",1124,1096,"Kwek Leng Beng","$2.8 B",81,"Singapore","diversified","Diversified",NA
"1126",1125,1096,"Geoffrey Kwok","$2.8 B",36,"Hong Kong","real estate","Real Estate",NA
"1127",1126,1096,"Lai Jianping","$2.8 B",64,"China","soy sauce","Food & Beverage",NA
"1128",1127,1096,"Maritsa Lazari & family","$2.8 B",77,"United Kingdom","real estate","Real Estate",NA
"1129",1128,1096,"Alexis Lê-Quôc","$2.8 B",47,"United States","cloud computing","Technology",NA
"1130",1129,1096,"Angela Leong","$2.8 B",61,"Hong Kong","casinos","Real Estate",NA
"1131",1130,1096,"Lin Chen-hai","$2.8 B",75,"Taiwan","real estate","Real Estate",NA
"1132",1131,1096,"Sergio Mantegazza","$2.8 B",94,"Switzerland","travel","Service",NA
"1133",1132,1096,"Hans Melchers","$2.8 B",83,"Netherlands","chemicals, investments","Finance & Investments",NA
"1134",1133,1096,"Tom Morris","$2.8 B",67,"United Kingdom","retail","Fashion & Retail",NA
"1135",1134,1096,"Eugene Murtagh","$2.8 B",79,"Ireland","building materials","Manufacturing",NA
"1136",1135,1096,"Philip Niarchos","$2.8 B",68,"Greece","art collection","Diversified",NA
"1137",1136,1096,"Pan Dong","$2.8 B",57,"Canada","consumer goods","Fashion & Retail",NA
"1138",1137,1096,"Sean Parker","$2.8 B",42,"United States","Facebook","Technology",NA
"1139",1138,1096,"Richard Peery","$2.8 B",83,"United States","real estate","Real Estate",NA
"1140",1139,1096,"Gregorio Perez Companc & family","$2.8 B",86,"Argentina","oil & gas","Energy",NA
"1141",1140,1096,"Sebastian Piñera & family","$2.8 B",72,"Chile","investments","Finance & Investments",NA
"1142",1141,1096,"Nicholas Pritzker","$2.8 B",78,"United States","hotels, investments","Finance & Investments",NA
"1143",1142,1096,"Jeff Rothschild","$2.8 B",67,"United States","Facebook","Technology",NA
"1144",1143,1096,"Steven Sarowitz","$2.8 B",56,"United States","payroll software","Technology",NA
"1145",1144,1096,"Isabella Seràgnoli","$2.8 B",76,"Italy","packaging","Manufacturing",NA
"1146",1145,1096,"Stephen Smith","$2.8 B",70,"Canada","finance and investments","Finance & Investments",NA
"1147",1146,1096,"William Stone","$2.8 B",66,"United States","software","Technology",NA
"1148",1147,1096,"Sun Hongbin","$2.8 B",59,"United States","real estate","Real Estate",NA
"1149",1148,1096,"Sun Shoukuan","$2.8 B",72,"China","metals, coal","Manufacturing",NA
"1150",1149,1096,"Henry Sy, Jr.","$2.8 B",69,"Philippines","diversified","Diversified",NA
"1151",1150,1096,"Andrew Tan","$2.8 B",70,"Philippines","diversified","Diversified",NA
"1152",1151,1096,"Kenneth Tuchman","$2.8 B",62,"United States","call centers","Service",NA
"1153",1152,1096,"Tung Chee Hwa","$2.8 B",84,"Hong Kong","shipping","Logistics",NA
"1154",1153,1096,"Bulat Utemuratov","$2.8 B",64,"Kazakhstan","mining, banking, hotels","Metals & Mining",NA
"1155",1154,1096,"Anna Katharina Viessmann","$2.8 B",64,"Germany","heating and cooling equipment","Manufacturing",NA
"1156",1155,1096,"Xicheng Wang & family","$2.8 B",73,"China","tires","Manufacturing",NA
"1157",1156,1096,"Urs Wietlisbach","$2.8 B",60,"Switzerland","private equity","Finance & Investments",NA
"1158",1157,1096,"Wong Man Li","$2.8 B",57,"Hong Kong","furniture","Manufacturing",NA
"1159",1158,1096,"Xie Weitong","$2.8 B",65,"Taiwan","cobalt","Metals & Mining",NA
"1160",1159,1096,"Xu Chuanhua & family","$2.8 B",87,"China","chemicals, logistics","Manufacturing",NA
"1161",1160,1096,"Ye Xiaoping","$2.8 B",59,"China","pharmaceuticals","Healthcare",NA
"1162",1161,1096,"Weiguo Zhao","$2.8 B",55,"China","IT products","Technology",NA
"1163",1162,1163,"Ben Ashkenazy","$2.7 B",52,"United States","real estate","Real Estate",NA
"1164",1163,1163,"Bill Austin","$2.7 B",80,"United States","hearing aids","Manufacturing",NA
"1165",1164,1163,"Pavel Baudis","$2.7 B",61,"Czechia","software","Technology",NA
